"product","region","region_type","name","member","format","formats","driver","layer","geom_type","feature_count","n_fields","crs","extent","error","url","dsn"
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CENTRAL_COAST","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_COAST.zip","municipality_central_coast.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_central_coast","MultiPolygon",1,11,"EPSG:28355","403366.018 5409157.053 439005.753 5452622.576","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_COAST.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CENTRAL_COAST","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_COAST.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_central_coast","Polygon",3932,18,"EPSG:28355","412989.5663 5437240.007 438482.334951706 5452544.676","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_COAST.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CENTRAL_COAST","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_COAST.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_central_coast","Polygon",1,9,"EPSG:28355","403366.018 5409157.053 439005.753 5452622.576","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_COAST.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CENTRAL_HIGHLANDS","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_HIGHLANDS.zip","list_coastal_inundation_hazard_bands_20161201_central_highlands.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_central_highlands","MultiPolygon",0,18,"EPSG:28355","","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_HIGHLANDS.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CENTRAL_HIGHLANDS","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_HIGHLANDS.zip","municipality_central_highlands.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_central_highlands","MultiPolygon",1,11,"EPSG:28355","417248.311 5273301.532 523055.529 5383480.817","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_HIGHLANDS.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CENTRAL_HIGHLANDS","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_HIGHLANDS.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_central_highlands","Polygon",0,18,"EPSG:28355","0 0 -1 -1","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_HIGHLANDS.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CENTRAL_HIGHLANDS","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_HIGHLANDS.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_central_highlands","Polygon",1,9,"EPSG:28355","417248.311 5273301.532 523055.529 5383480.817","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CENTRAL_HIGHLANDS.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CIRCULAR_HEAD","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CIRCULAR_HEAD.zip","list_coastal_inundation_hazard_bands_20161201_circular_head.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_circular_head","MultiPolygon",18201,18,"EPSG:28355","274477.4461 5384887.1101 377738.067 5528376.4431","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CIRCULAR_HEAD.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CIRCULAR_HEAD","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CIRCULAR_HEAD.zip","municipality_circular_head.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_circular_head","MultiPolygon",1,11,"EPSG:28355","257741.073 5384830.457 379030.844 5541402.175","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CIRCULAR_HEAD.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CIRCULAR_HEAD","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CIRCULAR_HEAD.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_circular_head","Polygon",18201,18,"EPSG:28355","274477.446 5384887.11 377738.067 5528376.443","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CIRCULAR_HEAD.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CIRCULAR_HEAD","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CIRCULAR_HEAD.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_circular_head","Polygon",1,9,"EPSG:28355","257741.073 5384830.457 379030.844 5541402.175","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CIRCULAR_HEAD.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CLARENCE","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CLARENCE.zip","list_coastal_inundation_hazard_bands_20161201_clarence.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_clarence","MultiPolygon",12312,18,"EPSG:28355","522988.0001 5231448.0071 550123.873 5269100.0071","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CLARENCE.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CLARENCE","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CLARENCE.zip","municipality_clarence.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_clarence","MultiPolygon",1,11,"EPSG:28355","522987.879 5231075.788 550132.279 5275161.6","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CLARENCE.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CLARENCE","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CLARENCE.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_clarence","Polygon",12312,18,"EPSG:28355","522988 5231448.007 550123.873 5269100.007","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CLARENCE.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","CLARENCE","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CLARENCE.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_clarence","Polygon",1,9,"EPSG:28355","522987.879 5231075.788 550132.279 5275161.6","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_CLARENCE.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DERWENT_VALLEY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DERWENT_VALLEY.zip","list_coastal_inundation_hazard_bands_20161201_derwent_valley.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_derwent_valley","MultiPolygon",3844,18,"EPSG:28355","499141.0001 5263150.0071 518571.0921 5267998.164","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DERWENT_VALLEY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DERWENT_VALLEY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DERWENT_VALLEY.zip","municipality_derwent_valley.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_derwent_valley","MultiPolygon",1,11,"EPSG:28355","404434.457 5225738.68 518717.03 5295556.953","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DERWENT_VALLEY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DERWENT_VALLEY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DERWENT_VALLEY.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_derwent_valley","Polygon",3844,18,"EPSG:28355","499140.999999999 5263150.007 518571.092070555 5267998.164","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DERWENT_VALLEY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DERWENT_VALLEY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DERWENT_VALLEY.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_derwent_valley","Polygon",1,9,"EPSG:28355","404434.457 5225738.68 518717.03 5295556.953","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DERWENT_VALLEY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DEVONPORT","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DEVONPORT.zip","list_coastal_inundation_hazard_bands_20161201_devonport.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_devonport","MultiPolygon",2503,18,"EPSG:28355","436400.7096 5436196.0071 450225.9477 5443940.221","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DEVONPORT.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DEVONPORT","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DEVONPORT.zip","municipality_devonport.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_devonport","MultiPolygon",1,11,"EPSG:28355","436393.818 5430841.129 450242.821 5444032.827","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DEVONPORT.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DEVONPORT","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DEVONPORT.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_devonport","Polygon",2503,18,"EPSG:28355","436400.709600001 5436196.007 450225.947669184 5443940.221","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DEVONPORT.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DEVONPORT","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DEVONPORT.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_devonport","Polygon",1,9,"EPSG:28355","436393.818 5430841.129 450242.821 5444032.827","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DEVONPORT.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DORSET","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DORSET.zip","list_coastal_inundation_hazard_bands_20161201_dorset.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_dorset","MultiPolygon",2574,18,"EPSG:28355","516725.789 5458593.6881 606566.8604 5492396.8931","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DORSET.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DORSET","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DORSET.zip","municipality_dorset.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_dorset","MultiPolygon",1,11,"EPSG:28355","516725.789 5418795.28 606585.52 5492428.411","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DORSET.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DORSET","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DORSET.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_dorset","Polygon",2574,18,"EPSG:28355","516725.789000001 5458593.688 606566.860398854 5492396.893","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DORSET.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","DORSET","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DORSET.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_dorset","Polygon",1,9,"EPSG:28355","516725.789 5418795.28 606585.52 5492428.411","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_DORSET.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","FLINDERS","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_FLINDERS.zip","list_coastal_inundation_hazard_bands_20161201_flinders.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_flinders","MultiPolygon",3509,18,"EPSG:28355","446512.51 5505613.959 625717.4431 5661272.373","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_FLINDERS.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","FLINDERS","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_FLINDERS.zip","municipality_flinders.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_flinders","MultiPolygon",1,11,"EPSG:28355","446510.347 5505512.814 625727.885 5661928.533","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_FLINDERS.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","FLINDERS","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_FLINDERS.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_flinders","Polygon",3509,18,"EPSG:28355","446512.51 5505613.959 625717.443 5661272.373","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_FLINDERS.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","FLINDERS","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_FLINDERS.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_flinders","Polygon",1,9,"EPSG:28355","446510.347 5505512.814 625727.885 5661928.533","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_FLINDERS.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GEORGE_TOWN","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GEORGE_TOWN.zip","list_coastal_inundation_hazard_bands_20161201_george_town.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_george_town","MultiPolygon",3860,18,"EPSG:28355","482056.6391 5432448.708 517877.9885 5467687.6191","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GEORGE_TOWN.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GEORGE_TOWN","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GEORGE_TOWN.zip","municipality_george_town.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_george_town","MultiPolygon",1,11,"EPSG:28355","481956.767 5432414.712 520925.169 5467731.712","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GEORGE_TOWN.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GEORGE_TOWN","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GEORGE_TOWN.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_george_town","Polygon",3860,18,"EPSG:28355","482056.639 5432448.708 517877.988395278 5467687.619","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GEORGE_TOWN.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GEORGE_TOWN","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GEORGE_TOWN.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_george_town","Polygon",1,9,"EPSG:28355","481956.767 5432414.712 520925.169 5467731.712","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GEORGE_TOWN.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GLAMORGAN_SPRING_BAY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLAMORGAN_SPRING_BAY.zip","list_coastal_inundation_hazard_bands_20161201_glamorgan_spring_bay.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_glamorgan_spring_bay","MultiPolygon",13061,18,"EPSG:28355","569820.0001 5267219.3411 612364.5011 5370093.931","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLAMORGAN_SPRING_BAY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GLAMORGAN_SPRING_BAY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLAMORGAN_SPRING_BAY.zip","municipality_glamorgan_spring_bay.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_glamorgan_spring_bay","MultiPolygon",1,11,"EPSG:28355","547137.822 5266953.961 612366.306 5370099.443","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLAMORGAN_SPRING_BAY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GLAMORGAN_SPRING_BAY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLAMORGAN_SPRING_BAY.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_glamorgan_spring_bay","Polygon",13061,18,"EPSG:28355","569820.000000001 5267219.341 612364.501 5370093.931","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLAMORGAN_SPRING_BAY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GLAMORGAN_SPRING_BAY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLAMORGAN_SPRING_BAY.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_glamorgan_spring_bay","Polygon",1,9,"EPSG:28355","547137.822 5266953.961 612366.306 5370099.443","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLAMORGAN_SPRING_BAY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GLENORCHY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLENORCHY.zip","list_coastal_inundation_hazard_bands_20161201_glenorchy.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_glenorchy","MultiPolygon",1678,18,"EPSG:28355","518564.7763 5255733.7451 526452.0001 5266876.789","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLENORCHY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GLENORCHY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLENORCHY.zip","municipality_glenorchy.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_glenorchy","MultiPolygon",1,11,"EPSG:28355","511062.881 5248796.436 526452.278 5267315.095","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLENORCHY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GLENORCHY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLENORCHY.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_glenorchy","Polygon",1678,18,"EPSG:28355","518564.776309321 5255733.745 526451.999999999 5266876.789","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLENORCHY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","GLENORCHY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLENORCHY.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_glenorchy","Polygon",1,9,"EPSG:28355","511062.881 5248796.436 526452.278 5267315.095","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_GLENORCHY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","HOBART","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HOBART.zip","list_coastal_inundation_hazard_bands_20161201_hobart.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_hobart","MultiPolygon",841,18,"EPSG:28355","525286.0001 5246712.606 529540.7451 5256390.0071","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HOBART.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","HOBART","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HOBART.zip","municipality_hobart.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_hobart","MultiPolygon",1,11,"EPSG:28355","515981.353 5245465.076 529551.926 5256391.123","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HOBART.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","HOBART","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HOBART.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_hobart","Polygon",841,18,"EPSG:28355","525285.999999999 5246712.606 529540.745 5256390.007","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HOBART.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","HOBART","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HOBART.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_hobart","Polygon",1,9,"EPSG:28355","515981.353 5245465.076 529551.926 5256391.123","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HOBART.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","HUON_VALLEY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HUON_VALLEY.zip","list_coastal_inundation_hazard_bands_20161201_huon_valley.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_huon_valley","MultiPolygon",20957,18,"EPSG:28355","408405.3431 5156480.058 513559.2804 5238015.007","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HUON_VALLEY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","HUON_VALLEY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HUON_VALLEY.zip","municipality_huon_valley.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_huon_valley","MultiPolygon",1,11,"EPSG:28355","407843.017 5143548.006 517537.816 5256078.522","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HUON_VALLEY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","HUON_VALLEY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HUON_VALLEY.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_huon_valley","Polygon",20957,18,"EPSG:28355","408405.343000001 5156480.058 513559.280426973 5238015.007","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HUON_VALLEY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","HUON_VALLEY","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HUON_VALLEY.zip","","shp","gdb;shp;tab","ESRI Shapefile","municipality_huon_valley","Polygon",1,9,"EPSG:28355","407843.017 5143548.006 517537.816 5256078.522","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_HUON_VALLEY.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","KENTISH","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_KENTISH.zip","list_coastal_inundation_hazard_bands_20161201_kentish.gdb","gdb","gdb;shp;tab","OpenFileGDB","list_coastal_inundation_hazard_bands_20161201_kentish","MultiPolygon",0,18,"EPSG:28355","","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_KENTISH.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","KENTISH","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_KENTISH.zip","municipality_kentish.gdb","gdb","gdb;shp;tab","OpenFileGDB","municipality_kentish","MultiPolygon",1,11,"EPSG:28355","404202.141 5384713.136 458441.278 5434163.762","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_KENTISH.zip",""
"LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201","KENTISH","lga","LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_KENTISH.zip","","shp","gdb;shp;tab","ESRI Shapefile","list_coastal_inundation_hazard_bands_20161201_kentish","Polygon",0,18,"EPSG:28355","0 0 -1 -1","","https://listdata.thelist.tas.gov.au/opendata/data/LIST_COASTAL_INUNDATION_HAZARD_BANDS_20161201_KENTISH.zip",""
